OME Sample Name	Sample_ID	Sample Niskin_flag	Rep_Chem_Bottle	Rep Chem Bottle Niskin Flag	EXPOCODE	Cruise_ID	Section_ID	Station_ID	Cast_number	Niskin_Bottle_No	Niskin_ID	Niskin_flag	Line_ID	SMM_Line#	Date_UTC	Year_UTC	Month_UTC	Day_UTC	Time_UTC	Yearday_UTC	Date_local	Time_local	Local_Sunrise	Local_Sunset	Time_after_SunriseSunset	day_night	Latitude	Longitude	Depth_bottom	CTDPRES	Depth	Altitude	CTDTEMP_ITS90	CTDSAL_PSS78	CTDSAL_flag	Salinity_PSS78	Salinity_flag	Sigma_theta	CTDOXY	CTDOXY_flag	Oxygen_djg	Oxygen	Oxygen_flag	DIC	DIC_flag	TA	TA_flag	pH_T_measured	TEMP_pH	pH_flag	Carbonate_measured	TEMP_Carbonate	Carbonate_flag	Silicate	Silicate_flag	Phosphate	Phosphate_flag	Nitrate	Nitrate_flag	Nitrite	Nitrite_flag	Ammonium	Ammonium_flag	Fluorometer	Chl_a	Chl_a_flag	Methane_CH4	Methane_CH4_flag	SYNECHOCOCCUS	SYNECHOCOCCUS_FLAG	EUK_PHYTOPLANKTON	EUK_PHYTOPLANKTON_FLAG	LARGE_DIATOM	LARGE_DIATOM_FLAG	CRYPTOPHYTE	CRYPTOPHYTE_FLAG	BACTERIA	BACTERIA_FLAG	BACTERIA_HNA	BACTERIA_HNA_FLAG	BACTERIA_LNA	BACTERIA_LNA_FLAG	½Ca out	½Ar out	Extraction ng/µL	Total Extracted DNA (ng)	Volume filtered (mL)	Extraction Yield (ng DNA/L water sampled)	Target Depth	Notes
n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	mm/dd/yy	yyyy	n.a.	n.a.	hh:mm:ss	n.a.	mm/dd/yy	hh:mm:ss	hh:mm:ss	hh:mm:ss	hr	n.a.	decimal degrees	decimal degrees	m	dbar	m	m	deg_C	n.a.	n.a.	n.a.	n.a.	n.a.	umol/kg	n.a.	umol/kg	mg/L	n.a.	umol/kg	n.a.	umol/kg	n.a.	n.a.	deg_C	n.a.	umol/kg	deg_C	n.a.	umol/kg	n.a.	umol/kg	n.a.	umol/kg	n.a.	umol/kg	n.a.	umol/kg	n.a.	V4 volts	ug/L	n.a.	nmol/L	n.a.	cells/ml	n.a.	cells/ml	n.a.	cells/ml	n.a.	cells/ml	n.a.	ML	n.a.	ML	n.a.	ML	n.a.	n.a.	n.a.	ng/µL	ng	mL	ng DNA/L water	n.a.	n.a.
E806.2B	1130102	2	1130101	2	33RO20210613	WCOA2021	CCE2	113	1	2	11081	2	15	13	7/18/21	2021	7	18	2:58:16 AM	199.124	7/17/21	6:58:16 PM	5:03:00 AM	7:15:00 PM	13.9	day	34.316	-120.804	829	825.7	818.1	10.9	5.186	34.381	2	NA	9	NA	11.9	2	11.9	0.39	6	2342.8	2	2335.5	2	7.3083	25.16	2	48.12525743	24.905	2	98.2	6	3.29	6	40.9	6	0.05	6	0.65	6	NA	NA	9	1.675	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.805196769	0.513115285			1000	NA	bottom	Bleach bottle; rinsed with sample water 3X; Some kind of whole macrobe on filter (squid?)
E806.3B	1130103	2	1130101	2	33RO20210613	WCOA2021	CCE2	113	1	3	11020	2	15	13	7/18/21	2021	7	18	2:58:19 AM	199.124	7/17/21	6:58:19 PM	5:03:00 AM	7:15:00 PM	13.9	day	34.316	-120.804	829	826.1	818.6	10.4	5.177	34.383	2	NA	9	NA	11.8	2	11.9	0.39	6	2342.8	2	2335.5	2	7.3083	25.16	2	48.12525743	24.905	2	98.2	6	3.29	6	40.9	6	0.05	6	0.65	6	NA	NA	9	1.804	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.805196769	0.513115285			1000	NA	bottom	Bleach bottle; rinsed with sample water 3X; Some kind of whole macrobe on filter (squid?); less organisms in 3B
E807	1130104	2	1130104	2	33RO20210613	WCOA2021	CCE2	113	1	4	11058	2	15	13	7/18/21	2021	7	18	3:04:42 AM	199.128	7/17/21	7:04:42 PM	5:03:00 AM	7:15:00 PM	14.0	day	34.316	-120.804	829	600.3	595.2	233.8	6.448	34.287	2	34.2925	3	NA	16.7	2	18	0.59	2	2311.2	6	2307.4	2	7.3092	25.16	6	47.38829289	24.905	6	73.5	2	3.09	2	38	2	0.01	2	0.04	2	NA	NA	9	2.239	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.866274555	0.55132769			1000	NA	2nd bottom	
E808	1130108	2	1130108	2	33RO20210613	WCOA2021	CCE2	113	1	8	11027	2	15	13	7/18/21	2021	7	18	3:20:11 AM	199.139	7/17/21	7:20:11 PM	5:03:00 AM	7:15:00 PM	0.1	night	34.316	-120.805	829	200.8	199.3	629.7	9.219	34.086	2	NA	9	NA	81.4	2	80	2.629	2	2226.2	2	2255.8	2	7.4343	25.16	2	60.24191968	24.905	2	35.1	2	2.27	2	27.5	2	0.03	2	0.04	2	NA	NA	9	15.47	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.206431487	0.767007618			1000	NA	200 m	
E809.1B	1130111	2	1130111	2	33RO20210613	WCOA2021	CCE2	113	1	11	11023	2	15	13	7/18/21	2021	7	18	3:28:27 AM	199.145	7/17/21	7:28:27 PM	5:03:00 AM	7:15:00 PM	0.2	night	34.316	-120.805	829	100.5	99.7	729.3	9.883	33.908	2	NA	9	NA	120.1	2	119.8	3.935	2	2182.4	2	2239.8	2	7.5152	25.13	2	65.46803349	24.905	2	26.1	2	1.9	2	22.8	2	0.03	2	0.07	2	NA	NA	9	23.734	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.501759187	0.954361336			1000	NA	100 m	
E809.2T	1130112	2	1130111	2	33RO20210613	WCOA2021	CCE2	113	1	12	11026	2	15	13	7/18/21	2021	7	18	3:28:31 AM	199.145	7/17/21	7:28:31 PM	5:03:00 AM	7:15:00 PM	0.2	night	34.316	-120.805	829	100.2	99.5	729.5	9.884	33.907	2	NA	9	NA	120.1	2	119.8	3.935	2	2182.4	2	2239.8	2	7.5152	25.13	2	65.46803349	24.905	2	26.1	2	1.9	2	22.8	2	0.03	2	0.07	2	NA	NA	9	24.824	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.501759187	0.954361336			1000	NA	100 m	Bleach bottle; rinsed with sample water 3X
E809.3T	1130112	2	1130111	2	33RO20210613	WCOA2021	CCE2	113	1	12	11026	2	15	13	7/18/21	2021	7	18	3:28:31 AM	199.145	7/17/21	7:28:31 PM	5:03:00 AM	7:15:00 PM	0.2	night	34.316	-120.805	829	100.2	99.5	729.5	9.884	33.907	2	NA	9	NA	120.1	2	119.8	3.935	2	2182.4	2	2239.8	2	7.5152	25.13	2	65.46803349	24.905	2	26.1	2	1.9	2	22.8	2	0.03	2	0.07	2	NA	NA	9	24.824	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.501759187	0.954361336			1000	NA	100 m	Bleach bottle; rinsed with sample water 3X
E810.1B	1130122	2	1130122	2	33RO20210613	WCOA2021	CCE2	113	1	22	11024	2	15	13	7/18/21	2021	7	18	3:47:48 AM	199.158	7/17/21	7:47:48 PM	5:03:00 AM	7:15:00 PM	0.5	night	34.316	-120.805	829	3.4	3.4	825.6	15.009	33.601	2	NA	9	NA	282.4	2	277.8	9.109	2	2012.2	2	2239.2	2	7.9354	25.13	2	197.5223946	24.905	4	1.7	2	0.33	2	0.1	2	0.03	2	0.09	2	NA	NA	9	11.051	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.853291931	2.468735295			1000	NA	surface	
E810.2B	1130123	2	1130122	2	33RO20210613	WCOA2021	CCE2	113	1	23	11061	2	15	13	7/18/21	2021	7	18	3:47:52 AM	199.158	7/17/21	7:47:52 PM	5:03:00 AM	7:15:00 PM	0.5	night	34.316	-120.805	829	3.5	3.5	825.5	15.009	33.601	2	NA	9	NA	282.4	2	277.8	9.109	2	2012.2	2	2239.2	2	7.9354	25.13	2	197.5223946	24.905	4	1.7	2	0.33	2	0.1	2	0.03	2	0.09	2	NA	NA	9	11.627	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.853291931	2.468735295			1000	NA	surface	
E810.3B	1130124	2	1130122	2	33RO20210613	WCOA2021	CCE2	113	1	24	11001	2	15	13	7/18/21	2021	7	18	3:47:55 AM	199.158	7/17/21	7:47:55 PM	5:03:00 AM	7:15:00 PM	0.5	night	34.316	-120.805	829	4	3.9	825.1	15.011	33.601	2	NA	9	NA	282.4	2	277.8	9.109	2	2012.2	2	2239.2	2	7.9354	25.13	2	197.5223946	24.905	4	1.7	2	0.33	2	0.1	2	0.03	2	0.09	2	NA	NA	9	11.051	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.853291931	2.468735295			1000	NA	surface	
E811.1B	1140101	2	1140101	2	33RO20210613	WCOA2021	CC80-51	114	1	1	11031	2	15	13	7/18/21	2021	7	18	11:11:34 AM	199.466	7/18/21	3:11:34 AM	5:02:00 AM	7:13:00 PM	8.0	night	34.448	-120.523	76	66.7	66.2	9.8	10.568	33.762	2	NA	9	NA	143	2	144.1	4.729	6	2157.4	6	2233.4	2	7.5695	24.91	2	78.60678819	24.875	2	20.2	2	1.64	2	19	2	0.1	2	0.03	2	NA	NA	9	102.809	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.720801198	1.094108518			1000	NA	bottom	
E811.2B	1140102	2	1140101	2	33RO20210613	WCOA2021	CC80-51	114	1	2	11081	2	15	13	7/18/21	2021	7	18	11:11:37 AM	199.466	7/18/21	3:11:37 AM	5:02:00 AM	7:13:00 PM	8.0	night	34.448	-120.523	76	66.9	66.4	9.6	10.568	33.762	2	NA	9	NA	143	2	144.1	4.729	6	2157.4	6	2233.4	2	7.5695	24.91	2	78.60678819	24.875	2	20.2	2	1.64	2	19	2	0.1	2	0.03	2	NA	NA	9	103.578	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.720801198	1.094108518			1000	NA	bottom	
E811.3B	1140103	2	1140101	2	33RO20210613	WCOA2021	CC80-51	114	1	3	11020	2	15	13	7/18/21	2021	7	18	11:11:39 AM	199.466	7/18/21	3:11:39 AM	5:02:00 AM	7:13:00 PM	8.0	night	34.448	-120.523	76	66.8	66.3	9.7	10.567	33.763	2	NA	9	NA	142.7	2	144.1	4.729	6	2157.4	6	2233.4	2	7.5695	24.91	2	78.60678819	24.875	2	20.2	2	1.64	2	19	2	0.1	2	0.03	2	NA	NA	9	102.809	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.720801198	1.094108518			1000	NA	bottom	"""Low water"" -- Ask Katy to clarify"
E812	1140104	2	1140104	2	33RO20210613	WCOA2021	CC80-51	114	1	4	11058	2	15	13	7/18/21	2021	7	18	11:14:34 AM	199.468	7/18/21	3:14:34 AM	5:02:00 AM	7:13:00 PM	8.0	night	34.448	-120.523	76	60.5	60.1	15.9	10.563	33.763	2	33.7668	3	NA	142.5	2	142.5	4.677	2	2156.5	2	2232.5	2	7.5667	24.91	6	77.88180901	24.875	6	20.5	2	1.66	2	19.1	2	0.11	2	0.04	2	NA	NA	9	110.594	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.722373742	1.095020276			1000	NA	2nd bottom	
E813.1B	1140106	2	1140106	2	33RO20210613	WCOA2021	CC80-51	114	1	6	11082	2	15	13	7/18/21	2021	7	18	11:19:05 AM	199.472	7/18/21	3:19:05 AM	5:02:00 AM	7:13:00 PM	8.1	night	34.448	-120.524	76	40.8	40.5	35.5	10.779	33.727	2	NA	9	NA	147.7	2	150	4.924	2	2151.4	2	2230.8	2	7.5823	24.91	2	82.95946023	24.875	2	19.1	2	1.59	2	18.2	2	0.12	2	0.04	2	NA	NA	9	121.554	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.769975081	1.125370991			1000	NA	mid	
E813.2B	1140107	2	1140106	2	33RO20210613	WCOA2021	CC80-51	114	1	7	11004	2	15	13	7/18/21	2021	7	18	11:19:14 AM	199.472	7/18/21	3:19:14 AM	5:02:00 AM	7:13:00 PM	8.1	night	34.448	-120.524	76	40.9	40.6	35.4	10.772	33.729	2	NA	9	NA	147.7	2	150	4.924	2	2151.4	2	2230.8	2	7.5823	24.91	2	82.95946023	24.875	2	19.1	2	1.59	2	18.2	2	0.12	2	0.04	2	NA	NA	9	121.554	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.769975081	1.125370991			1000	NA	mid	
E813.3B	1140108	2	1140106	2	33RO20210613	WCOA2021	CC80-51	114	1	8	11027	2	15	13	7/18/21	2021	7	18	11:19:16 AM	199.472	7/18/21	3:19:16 AM	5:02:00 AM	7:13:00 PM	8.1	night	34.448	-120.524	76	41	40.7	35.3	10.772	33.729	2	NA	9	NA	147.7	2	150	4.924	2	2151.4	2	2230.8	2	7.5823	24.91	2	82.95946023	24.875	2	19.1	2	1.59	2	18.2	2	0.12	2	0.04	2	NA	NA	9	121.554	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.769975081	1.125370991			1000	NA	mid	
E814.1B	1140115	2	1140115	2	33RO20210613	WCOA2021	CC80-51	114	1	15	11053	2	15	13	7/18/21	2021	7	18	11:30:37 AM	199.48	7/18/21	3:30:37 AM	5:02:00 AM	7:13:00 PM	8.3	night	34.448	-120.524	76	3.2	3.2	72.8	15.359	33.585	2	NA	9	NA	259.2	2	264.9	8.685	2	2024.6	9	2236.4	2	7.9164	24.91	2	156.7539705	24.875	3	2.4	2	0.4	2	0.6	2	0.08	2	0.08	2	NA	5	2	298.271	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.631782554	2.328508343			1000	NA	surface	
E814.2B	1140116	2	1140115	2	33RO20210613	WCOA2021	CC80-51	114	1	16	11032	2	15	13	7/18/21	2021	7	18	11:30:40 AM	199.48	7/18/21	3:30:40 AM	5:02:00 AM	7:13:00 PM	8.3	night	34.448	-120.524	76	3.2	3.2	72.8	15.336	33.586	2	NA	9	NA	259.2	2	264.9	8.685	2	2024.6	9	2236.4	2	7.9164	24.91	2	156.7539705	24.875	3	2.4	2	0.4	2	0.6	2	0.08	2	0.08	2	NA	5	2	298.271	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.631448133	2.328181478			1000	NA	surface	
E814.3B	1140117	2	1140115	2	33RO20210613	WCOA2021	CC80-51	114	1	17	11052	2	15	13	7/18/21	2021	7	18	11:30:43 AM	199.48	7/18/21	3:30:43 AM	5:02:00 AM	7:13:00 PM	8.3	night	34.448	-120.524	76	3.4	3.3	72.7	15.338	33.586	2	NA	9	NA	259.2	2	264.9	8.685	2	2024.6	9	2236.4	2	7.9164	24.91	2	156.7539705	24.875	3	2.4	2	0.4	2	0.6	2	0.08	2	0.08	2	NA	5	2	298.271	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.631340122	2.328127839			1000	NA	surface	
E815	1150102	2	1150101	2	33RO20210613	WCOA2021	CC80-54	115	1	2	11081	2	15	13	7/18/21	2021	7	18	12:57:31 PM	199.54	7/18/21	4:57:31 AM	5:03:00 AM	7:14:00 PM	9.7	night	34.375	-120.663	461	454.5	450.8	10.2	7.042	34.251	2	NA	9	NA	17.7	2	17.9	0.588	2	2306.2	6	2299.3	2	7.3122	24.83	2	46.30176105	24.945	2	72.1	2	3.11	2	33.7	2	0.05	2	0.04	2	NA	NA	9	10.035	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.875054544	0.556355664			1000	NA	bottom	
E816	1150103	2	1150103	2	33RO20210613	WCOA2021	CC80-54	115	1	3	11020	2	15	13	7/18/21	2021	7	18	1:01:06 PM	199.542	7/18/21	5:01:06 AM	5:03:00 AM	7:14:00 PM	9.8	night	34.375	-120.663	461	400.5	397.3	63.7	7.44	34.232	2	34.2373	3	NA	23.1	2	23.1	0.76	6	2294.2	2	2296.6	2	7.3197	24.83	6	48.90855084	24.945	2	66	2	3.02	2	33.1	2	0	2	0.04	2	NA	NA	9	6.816	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.950474371	0.604236186			1000	NA	2nd bottom	
E817	1150105	2	1150105	2	33RO20210613	WCOA2021	CC80-54	115	1	5	11008	2	15	13	7/18/21	2021	7	18	1:08:38 PM	199.548	7/18/21	5:08:38 AM	5:03:00 AM	7:14:00 PM	0.1	day	34.375	-120.663	461	199.7	198.1	262.9	9.349	34.06	2	NA	9	NA	84.9	2	85.5	2.808	2	2220.6	2	2252.7	2	7.447	24.83	2	62.84342481	24.945	3	33.6	6	2.23	6	27.1	6	0.01	6	0.04	6	NA	NA	9	23.622	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.228600144	0.781219622			1000	NA	200 m	
E818	1150109	2	1150108	2	33RO20210613	WCOA2021	CC80-54	115	1	9	12052	2	15	13	7/18/21	2021	7	18	1:18:01 PM	199.554	7/18/21	5:18:01 AM	5:03:00 AM	7:14:00 PM	0.3	day	34.375	-120.663	461	101	100.3	360.7	10.296	33.809	2	NA	9	NA	133.7	2	131.3	4.312	2	2170	2	2234.1	6	7.5436	24.83	2	72.98071276	24.945	2	22.8	2	1.78	2	21	2	0.02	2	0.05	2	NA	NA	9	31.875	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.574587565	1.001160274			1000	NA	100 m	
E819	1150118	2	1150117	2	33RO20210613	WCOA2021	CC80-54	115	1	18	11002	2	15	13	7/18/21	2021	7	18	1:36:16 PM	199.567	7/18/21	5:36:16 AM	5:03:00 AM	7:14:00 PM	0.6	day	34.375	-120.663	461	3.3	3.3	457.7	14.523	33.587	2	33.589	2	NA	251.1	2	252.4	8.278	2	2045	2	2234.9	2	7.873	24.83	2	139.7689212	24.945	2	3.6	2	0.51	2	1.7	2	0.1	2	0.16	2	NA	6.9	2	167.395	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.300937327	2.112603706			1000	NA	surface	
E820	1160102	2	1160101	2	33RO20210613	WCOA2021	CC80-52	116	1	2	11081	2	15	13	7/18/21	2021	7	18	2:56:35 PM	199.623	7/18/21	6:56:35 AM	5:03:00 AM	7:13:00 PM	1.9	day	34.412	-120.579	258	249.9	247.9	10.1	9.004	34.124	2	34.1295	3	NA	65.7	2	66.4	2.18	6	2239.4	2	2262.4	6	7.409	25.02	2	57.45665136	24.81	2	40.2	2	2.43	2	28.5	2	0.07	2	0.08	2	NA	NA	9	64.385	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.138929579	0.724315824			1000	NA	bottom	Bleach bottle; sample rinse 3X (check notation with Katy)
E821	1160103	2	1160103	2	33RO20210613	WCOA2021	CC80-52	116	1	3	11020	2	15	13	7/18/21	2021	7	18	2:59:59 PM	199.625	7/18/21	6:59:59 AM	5:03:00 AM	7:13:00 PM	1.9	day	34.412	-120.579	258	200.4	198.9	59.1	9.303	34.065	2	NA	9	NA	86.9	2	87.1	2.861	2	2218.1	6	2255.6	2	7.4499	25.02	6	62.19155424	24.81	6	34.6	6	2.23	6	26.6	6	0.05	6	0.04	6	NA	NA	9	52.357	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.278805326	0.8130964			1000	NA	2nd bottom	
E822	1160107	2	1160106	2	33RO20210613	WCOA2021	CC80-52	116	1	7	11004	2	15	13	7/18/21	2021	7	18	3:08:38 PM	199.631	7/18/21	7:08:38 AM	5:03:00 AM	7:13:00 PM	2.1	day	34.412	-120.579	258	99.7	99	159.0	10.398	33.79	2	NA	9	NA	137.9	2	137.3	4.506	2	2164.4	2	2235.9	2	7.5523	25.02	2	76.65736406	24.81	2	21.5	2	1.7	2	19.9	2	0.05	2	0.04	2	NA	NA	9	51.588	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.658642121	1.054820258			1000	NA	100 m	Bleach bottle; sample rinse 3X (check notation with Katy)
E823	1160117	2	1160116	2	33RO20210613	WCOA2021	CC80-52	116	1	17	11052	2	15	13	7/18/21	2021	7	18	3:34:01 PM	199.649	7/18/21	7:34:01 AM	5:03:00 AM	7:13:00 PM	2.5	day	34.412	-120.579	258	3.4	3.3	254.7	14.399	33.576	2	33.5792	2	NA	239.4	2	247.9	8.131	2	2048.7	2	2236.7	2	7.8526	25.02	2	136.6216101	24.845	2	4.4	6	0.59	6	2.4	6	0.19	6	0.21	6	NA	5.4	2	371.677	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.273515523	2.094457463			1000	NA	surface	
E824	1170102	2	1170101	2	33RO20210613	WCOA2021	CC80-50.5	117	1	2	11081	2	15	13	7/18/21	2021	7	18	5:09:25 PM	199.715	7/18/21	9:09:25 AM	5:02:00 AM	7:13:00 PM	4.1	day	34.471	-120.492	32	22.3	22.1	9.9	13.893	33.569	2	33.5749	3	NA	226.9	2	237	7.774	2	2058.4	2	2231.9	2	7.8297	25.07	2	132.2039832	24.895	2	5.3	2	0.66	2	3.4	2	0.22	2	0.37	2	NA	NA	9	566.671	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.045914407	1.947100584			1000	NA	bottom	Bleach bottle; sample rinse 3X (check notation with Katy)
E825	1170103	2	1170103	2	33RO20210613	WCOA2021	CC80-50.5	117	1	3	11020	2	15	13	7/18/21	2021	7	18	5:11:27 PM	199.716	7/18/21	9:11:27 AM	5:02:00 AM	7:13:00 PM	4.2	day	34.471	-120.492	32	14.7	14.5	17.5	14.469	33.573	2	NA	9	NA	237.1	2	237.7	7.796	2	2060.1	2	2234.2	2	7.8309	25.07	6	131.3456029	24.895	6	5.4	2	0.67	2	3.3	2	0.22	2	0.39	2	NA	3.6	2	579.367	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.067171182	1.962971228			1000	NA	2nd bottom	
E826	1170109	2	1170107	2	33RO20210613	WCOA2021	CC80-50.5	117	1	9	12052	2	15	13	7/18/21	2021	7	18	5:15:55 PM	199.719	7/18/21	9:15:55 AM	5:02:00 AM	7:13:00 PM	4.2	day	34.471	-120.492	32	3.5	3.4	28.6	16.933	33.596	2	NA	9	NA	281.6	2	284.3	9.319	2	1988.3	6	2237.6	2	7.9878	25.07	2	172.8926523	24.895	2	0.9	2	0.23	2	0.1	2	0.03	2	0.05	2	NA	1.9	2	170.068	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	4.211546996	2.709922369			1000	NA	surface	Bleach bottle; sample rinse 3X (check notation with Katy)
E828	1180101	2	1180102	2	33RO20210613	WCOA2021	SB2	118	1	1	11031	2	16	13.5	7/19/21	2021	7	19	12:53:04 AM	200.037	7/18/21	4:53:04 PM	5:02:00 AM	7:12:00 PM	11.9	day	34.381	-120.284	288	280.3	278.1	9.9	8.822	34.175	2	34.1785	3	NA	49.2	2	49.7	1.634	2	2252.8	6	2280.8	2	7.3762	25.01	2	53.22472699	24.995	2	43	2	2.55	2	29	2	0.08	2	0.02	2	NA	NA	9	113.969	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.181794105	0.751699402			1000	NA	bottom	Bleach bottle; sample rinse 3X
E829	1180103	2	1180104	2	33RO20210613	WCOA2021	SB2	118	1	3	11020	2	16	13.5	7/19/21	2021	7	19	12:55:05 AM	200.038	7/18/21	4:55:05 PM	5:02:00 AM	7:12:00 PM	11.9	day	34.381	-120.284	288	250.3	248.3	39.7	9.088	34.128	2	NA	9	NA	70	2	68.1	2.238	2	2236.8	2	2262.7	2	7.414	25.01	6	57.81133496	24.995	6	37.9	2	2.36	2	27.6	2	0.02	2	0.02	2	NA	NA	9	72.504	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.164296456	0.740552474			1000	NA	2nd bottom	Bleach bottle; sample rinse 3X
E830	1180106	2	1180106	2	33RO20210613	WCOA2021	SB2	118	1	6	11082	2	16	13.5	7/19/21	2021	7	19	12:59:27 AM	200.041	7/18/21	4:59:27 PM	5:02:00 AM	7:12:00 PM	12.0	day	34.381	-120.284	288	200.2	198.7	89.3	9.338	34.06	2	NA	9	NA	92.1	2	90.8	2.983	2	2214.4	2	2254	2	7.4591	25.01	2	64.32203049	24.995	2	32.4	2	2.15	2	25.5	2	0.01	2	0.02	2	NA	NA	9	36.576	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.297905882	0.82527859			1000	NA	200 m	
E831	1180110	2	1180110	2	33RO20210613	WCOA2021	SB2	118	1	10	11067	2	16	13.5	7/19/21	2021	7	19	1:06:56 AM	200.046	7/18/21	5:06:56 PM	5:02:00 AM	7:12:00 PM	12.1	day	34.381	-120.284	288	100.1	99.3	188.7	10.387	33.795	2	NA	9	NA	137.1	2	137.3	4.506	2	2166.5	2	2238.9	2	7.5529	25.01	2	77.87853698	24.995	2	14.6	3	1.34	3	13.7	3	0.14	3	0.02	3	NA	NA	9	31.227	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.669751565	1.061803444			1000	NA	100 m	
E832	1180115	2	1180115	2	33RO20210613	WCOA2021	SB2	118	1	15	11053	2	16	13.5	7/19/21	2021	7	19	1:14:55 AM	200.052	7/18/21	5:14:55 PM	5:02:00 AM	7:12:00 PM	12.2	day	34.381	-120.284	288	29.8	29.5	258.5	12.575	33.566	2	NA	9	NA	207.7	2	203.8	6.687	2	2100.2	2	NA	9	7.7193	25.01	6	104.2229721	24.995	6	9.3	2	1.01	2	8	2	0.21	2	0.04	2	NA	NA	9	8.119	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	NA			1000	NA	30 m	
E833	1180119	2	1180118	2	33RO20210613	WCOA2021	SB2	118	1	19	11028	2	16	13.5	7/19/21	2021	7	19	1:19:34 AM	200.055	7/18/21	5:19:34 PM	5:02:00 AM	7:12:00 PM	12.3	day	34.381	-120.284	288	3.7	3.6	284.4	16.987	33.562	2	33.561	2	NA	274.7	2	NA	NA	5	2012.9	2	2238.1	2	7.9369	25.01	2	166.7335496	24.995	2	2.4	2	0.3	2	0	2	0.02	2	0.03	2	NA	1.7	2	92.351	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.854171393	2.480213936			1000	NA	surface	Bleach bottle; sample rinse 3X
E834	1190101	2	1190102	2	33RO20210613	WCOA2021	SB3	119	1	1	11031	2	16	13.5	7/19/21	2021	7	19	2:54:25 AM	200.121	7/18/21	6:54:25 PM	5:01:00 AM	7:11:00 PM	13.9	day	34.313	-120.126	524	518.6	514.3	9.7	6.649	34.247	2	NA	9	NA	2.8	2	2.3	0.074	6	2344.7	6	2323.8	2	7.2657	25.12	2	44.40566257	24.935	2	101.9	2	3.7	2	21.8	2	0.02	2	0.15	2	NA	NA	9	10.084	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.786823436	0.5003707			1000	NA	bottom	Bleach bottle; sample rinse 3X
