OME Sample Name	Sample_ID	Sample Niskin_flag	Rep_Chem_Bottle	Rep Chem Bottle Niskin Flag	EXPOCODE	Cruise_ID	Section_ID	Station_ID	Cast_number	Niskin_Bottle_No	Niskin_ID	Niskin_flag	Line_ID	SMM_Line#	Date_UTC	Year_UTC	Month_UTC	Day_UTC	Time_UTC	Yearday_UTC	Date_local	Time_local	Local_Sunrise	Local_Sunset	Time_after_SunriseSunset	day_night	Latitude	Longitude	Depth_bottom	CTDPRES	Depth	Altitude	CTDTEMP_ITS90	CTDSAL_PSS78	CTDSAL_flag	Salinity_PSS78	Salinity_flag	Sigma_theta	CTDOXY	CTDOXY_flag	Oxygen_djg	Oxygen	Oxygen_flag	DIC	DIC_flag	TA	TA_flag	pH_T_measured	TEMP_pH	pH_flag	Carbonate_measured	TEMP_Carbonate	Carbonate_flag	Silicate	Silicate_flag	Phosphate	Phosphate_flag	Nitrate	Nitrate_flag	Nitrite	Nitrite_flag	Ammonium	Ammonium_flag	Fluorometer	Chl_a	Chl_a_flag	Methane_CH4	Methane_CH4_flag	SYNECHOCOCCUS	SYNECHOCOCCUS_FLAG	EUK_PHYTOPLANKTON	EUK_PHYTOPLANKTON_FLAG	LARGE_DIATOM	LARGE_DIATOM_FLAG	CRYPTOPHYTE	CRYPTOPHYTE_FLAG	BACTERIA	BACTERIA_FLAG	BACTERIA_HNA	BACTERIA_HNA_FLAG	BACTERIA_LNA	BACTERIA_LNA_FLAG	½Ca out	½Ar out	Extraction ng/µL	Total Extracted DNA (ng)	Volume filtered (mL)	Extraction Yield (ng DNA/L water sampled)	Target Depth	Notes
n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	mm/dd/yy	yyyy	n.a.	n.a.	hh:mm:ss	n.a.	mm/dd/yy	hh:mm:ss	hh:mm:ss	hh:mm:ss	hr	n.a.	decimal degrees	decimal degrees	m	dbar	m	m	deg_C	n.a.	n.a.	n.a.	n.a.	n.a.	umol/kg	n.a.	umol/kg	mg/L	n.a.	umol/kg	n.a.	umol/kg	n.a.	n.a.	deg_C	n.a.	umol/kg	deg_C	n.a.	umol/kg	n.a.	umol/kg	n.a.	umol/kg	n.a.	umol/kg	n.a.	umol/kg	n.a.	V4 volts	ug/L	n.a.	nmol/L	n.a.	cells/ml	n.a.	cells/ml	n.a.	cells/ml	n.a.	cells/ml	n.a.	ML	n.a.	ML	n.a.	ML	n.a.	n.a.	n.a.	ng/µL	ng	mL	ng DNA/L water	n.a.	n.a.
E711	890106	2	890106	2	33RO20210613	WCOA2021	GGTX6	89	1	6	11082	2	12	11	7/12/21	2021	7	12	8:13:09 PM	193.842	7/12/21	12:13:09 PM	4:57:00 AM	7:33:00 PM	7.3	day	37.832	-122.444	33	10	9.9	23.1	15.776	32.993	2	NA	9	24.25	216.6	2	215.9	7.076	2	2159	2	2284.7	2	7.6984	24.95	2	101.4178481	24.865	2	29.1	2	2.15	2	14.4	2	0.96	2	7.09	2	0.13	NA	9	21.618	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	2.464763387	1.579909049			1000	NA	mid	Sterivex on outlet
E712	890110	2	890109	3	33RO20210613	WCOA2021	GGTX6	89	1	10	11067	2	12	11	7/12/21	2021	7	12	8:16:16 PM	193.845	7/12/21	12:16:16 PM	4:57:00 AM	7:33:00 PM	7.3	day	37.832	-122.444	33	3.2	3.1	29.9	15.766	32.996	2	NA	9	24.26	216.4	2	216.2	7.087	2	2159.8	2	2290.3	2	7.7017	24.95	2	103.6033117	24.865	2	29.5	2	2.15	2	14.4	2	0.96	2	7.03	2	0.14	8.7	2	22.119	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	2.536140954	1.625511175			1000	NA	surface	Sterivex on outlet
E713	900102	2	900101	2	33RO20210613	WCOA2021	GGTX5	90	1	2	11081	2	12	11	7/12/21	2021	7	12	9:40:07 PM	193.903	7/12/21	1:40:07 PM	4:58:00 AM	7:33:00 PM	8.7	day	37.81	-122.516	42	31.8	31.6	10.4	15.009	33.224	2	33.2502	2	24.60	223.9	2	222.9	7.307	2	2150.4	2	2285.4	2	7.7097	24.97	2	103.4150143	24.875	2	25.6	6	1.92	6	14.4	6	0.88	6	5.52	6	0.15	NA	9	18.895	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	2.56509528	1.642623218			1000	NA	bottom	Sterivex on outlet
E714	900106	2	900105	3	33RO20210613	WCOA2021	GGTX5	90	1	6	11082	2	12	11	7/12/21	2021	7	12	9:44:41 PM	193.906	7/12/21	1:44:41 PM	4:58:00 AM	7:33:00 PM	8.8	day	37.81	-122.516	42	9.7	9.7	32.3	15.748	33.001	2	NA	9	24.27	220.9	2	220	7.211	2	2155.2	2	2291.2	2	7.7069	24.97	2	103.7032129	24.875	2	28.7	2	2.09	2	14.4	2	0.96	2	6.57	2	0.14	NA	9	21.05	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	2.608773053	1.672190731			1000	NA	mid	Sterivex on outlet
E715	900110	2	900110	2	33RO20210613	WCOA2021	GGTX5	90	1	10	11067	2	12	11	7/12/21	2021	7	12	9:48:01 PM	193.908	7/12/21	1:48:01 PM	4:58:00 AM	7:33:00 PM	8.8	day	37.81	-122.516	42	3.5	3.4	38.6	15.916	32.956	2	NA	9	24.19	219.3	2	222	7.274	2	2158.2	2	2289.7	2	7.7108	24.97	2	105.961107	24.875	2	30.3	2	2.17	2	14.3	2	1.01	2	6.94	2	0.14	NA	9	21.985	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	2.552073234	1.636128245			1000	NA	surface	Sterivex on outlet
E716	910102	2	910101	2	33RO20210613	WCOA2021	GGTX4	91	1	2	11081	2	12	11	7/12/21	2021	7	12	10:43:03 PM	193.947	7/12/21	2:43:03 PM	4:58:00 AM	7:33:00 PM	9.8	day	37.793	-122.562	28	18.3	18.2	9.8	12.564	33.655	2	33.5925	2	25.44	180.6	2	182.1	5.975	2	2167.6	2	2272.3	2	7.6177	25.04	2	89.98927508	24.89	2	25.1	2	1.85	2	17.1	2	0.83	2	3.79	2	0.15	9.2	2	15.311	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	2.129659379	1.358046935			1000	NA	bottom	Sterivex on outlet
E717	910106	2	910105	2	33RO20210613	WCOA2021	GGTX4	91	1	6	11082	2	12	11	7/12/21	2021	7	12	10:46:31 PM	193.949	7/12/21	2:46:31 PM	4:58:00 AM	7:33:00 PM	9.8	day	37.792	-122.562	28	4.4	4.3	23.7	14.575	33.324	2	NA	9	24.77	214.9	2	221.7	7.271	2	2147.1	2	2281.2	2	7.7069	25.04	2	104.1629089	24.89	2	25.4	2	1.86	2	15.2	2	0.86	2	4.84	2	0.15	NA	9	23.17	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	2.556296666	1.635345912			1000	NA	mid	Sterivex on outlet
E718	910110	2	910108	2	33RO20210613	WCOA2021	GGTX4	91	1	10	11067	2	12	11	7/12/21	2021	7	12	10:48:14 PM	193.95	7/12/21	2:48:14 PM	4:58:00 AM	7:33:00 PM	9.8	day	37.792	-122.562	28	4.1	4.1	23.9	14.625	33.301	2	NA	9	24.74	218	2	221.4	7.26	2	2148.9	2	2282.4	2	7.7035	25.04	2	103.858993	24.89	2	25.9	2	1.89	2	15.2	2	0.88	2	5.05	2	0.16	9.8	2	17.107	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	2.549398151	1.630950287			1000	NA	surface	Sterivex on outlet
E719	920102	2	920101	2	33RO20210613	WCOA2021	GGTX3	92	1	2	11081	2	12	11	7/13/21	2021	7	13	12:01:15 AM	194.001	7/12/21	4:01:15 PM	4:58:00 AM	7:33:00 PM	11.1	day	37.772	-122.633	23	12.9	12.8	10.2	11.131	33.833	2	33.8228	2	25.84	157.2	2	164	5.383	2	2178.9	2	2258.5	2	7.5721	24.94	2	79.71280124	24.88	2	26.5	2	1.89	2	19.9	2	0.85	2	2.01	2	0.13	9.3	2	13.437	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.801265338	1.145951387			1000	NA	bottom	Sterivex on outlet
E720	920106	2	920105	2	33RO20210613	WCOA2021	GGTX3	92	1	6	11082	2	12	11	7/13/21	2021	7	13	12:05:31 AM	194.004	7/12/21	4:05:31 PM	4:58:00 AM	7:33:00 PM	11.1	day	37.772	-122.633	23	3.7	3.7	19.3	12.817	33.676	2	NA	9	25.40	211.8	2	258	8.465	2	2106.4	2	2273.9	2	7.7906	24.94	2	122.9591882	24.88	2	18	2	1.35	2	14.1	2	0.76	2	1.12	2	0.18	14.6	2	12.129	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	2.985335192	1.90451131			1000	NA	surface	Sterivex on outlet
E721	930102	2	930101	2	33RO20210613	WCOA2021	GGTX2	93	1	2	11081	2	12	11	7/13/21	2021	7	13	1:58:06 AM	194.082	7/12/21	5:58:06 PM	4:59:00 AM	7:34:00 PM	13.0	day	37.718	-122.815	61	50.7	50.3	10.7	9.53	33.943	2	33.9459	2	26.21	94.8	2	95	3.121	6	2225	2	2254.7	2	7.4042	24.96	2	55.99733282	24.83	2	43.8	2	2.51	2	27.3	2	0.37	2	0.06	2	0.05	NA	9	10.124	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.248573212	0.792577675			1000	NA	bottom	Thiamine sampling (slow flow and collect outflow); Sterivex on outlet
E722	930106	2	930105	2	33RO20210613	WCOA2021	GGTX2	93	1	6	11082	2	12	11	7/13/21	2021	7	13	2:02:53 AM	194.085	7/12/21	6:02:53 PM	4:59:00 AM	7:34:00 PM	13.1	day	37.718	-122.815	61	20.1	19.9	41.1	12.235	33.776	2	NA	9	25.59	282.3	2	240.3	7.886	2	2134.3	2	2261.1	2	7.6972	24.96	2	100.7926782	24.83	2	9	2	1.42	2	16.8	2	0.52	2	0.88	2	0.22	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	2.397837265	1.527599757			1000	NA	mid	Sterivex on outlet
E723	930108	2	930107	2	33RO20210613	WCOA2021	GGTX2	93	1	8	11027	2	12	11	7/13/21	2021	7	13	2:05:02 AM	194.087	7/12/21	6:05:02 PM	4:59:00 AM	7:34:00 PM	13.1	day	37.718	-122.815	61	9.9	9.8	51.2	12.304	33.769	2	NA	9	25.57	286.8	2	291.9	9.578	2	2083.9	6	2269.7	2	7.8333	24.96	2	133.8885219	24.83	2	5.4	2	1	2	11.9	2	0.52	2	0.16	2	0.25	19.8	2	6.716	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.230014499	2.058882733			1000	NA	DCM	Thiamine sampling (slow flow and collect outflow); Sterivex on outlet
E724	930110	2	930109	2	33RO20210613	WCOA2021	GGTX2	93	1	10	11067	2	12	11	7/13/21	2021	7	13	2:07:04 AM	194.088	7/12/21	6:07:04 PM	4:59:00 AM	7:34:00 PM	13.1	day	37.718	-122.815	61	3.8	3.8	57.2	12.343	33.762	2	33.8294	3	25.56	286.6	2	293.1	9.62	6	2082.5	2	2268.4	2	7.8381	24.96	2	137.729701	24.83	2	5.3	6	1	6	11.8	6	0.52	6	0.14	6	0.25	19.2	2	7.15	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.234929127	2.061995945			1000	NA	surface	Thiamine sampling (slow flow and collect outflow); Sterivex on outlet
E725.1B	940101	2	940101	2	33RO20210613	WCOA2021	GGTX1	94	1	1	11031	2	12	11	7/13/21	2021	7	13	3:44:27 AM	194.156	7/12/21	7:44:27 PM	5:00:00 AM	7:34:00 PM	0.2	night	37.658	-122.997	90	80.2	79.6	10.4	9.466	33.963	2	NA	9	26.23	85.3	2	85.7	2.813	6	2229.3	2	2253.4	6	7.3914	25.02	2	54.27368486	24.875	2	45	2	2.58	2	28	2	0.14	2	0.02	2	0.05	NA	9	10.891	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.189693799	0.755414351			1000	NA	bottom	Thiamine sampling (slow flow and collect outflow); Sterivex on outlet
E725.2B	940102	2	940101	2	33RO20210613	WCOA2021	GGTX1	94	1	2	11081	2	12	11	7/13/21	2021	7	13	3:44:29 AM	194.156	7/12/21	7:44:29 PM	5:00:00 AM	7:34:00 PM	0.2	night	37.658	-122.997	90	80.2	79.6	10.4	9.466	33.963	2	NA	9	26.23	85.3	2	85.7	2.813	6	2229.3	2	2253.4	6	7.3914	25.02	2	54.27368486	24.875	2	45	2	2.58	2	28	2	0.14	2	0.02	2	0.05	NA	9	10.891	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.189693799	0.755414351			1000	NA	bottom	Back to sterivex on inlet
E725.3B	940103	2	940101	2	33RO20210613	WCOA2021	GGTX1	94	1	3	11020	2	12	11	7/13/21	2021	7	13	3:44:32 AM	194.156	7/12/21	7:44:32 PM	5:00:00 AM	7:34:00 PM	0.2	night	37.658	-122.997	90	80.8	80.2	9.8	9.472	33.963	2	NA	9	26.23	85.6	2	85.7	2.813	6	2229.3	2	2253.4	6	7.3914	25.02	2	54.27368486	24.875	2	45	2	2.58	2	28	2	0.14	2	0.02	2	0.05	NA	9	10.891	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.189693799	0.755414351			1000	NA	bottom	
E726	940105	2	940104	2	33RO20210613	WCOA2021	GGTX1	94	1	5	11008	2	12	11	7/13/21	2021	7	13	3:48:04 AM	194.158	7/12/21	7:48:04 PM	5:00:00 AM	7:34:00 PM	0.2	night	37.658	-122.997	90	60.5	60.1	29.9	9.547	33.968	2	34.0017	3	26.22	90.7	2	53.1	1.744	3	2220.7	6	2254.6	2	7.4107	25.02	6	56.45116322	24.875	6	39.9	2	2.44	2	27.8	2	0.1	2	0.02	2	0.04	NA	9	11.747	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.285144044	0.815943842			1000	NA	2nd bottom	
E727.1B	940110	2	940110	2	33RO20210613	WCOA2021	GGTX1	94	1	10	11067	2	12	11	7/13/21	2021	7	13	3:53:20 AM	194.162	7/12/21	7:53:20 PM	5:00:00 AM	7:34:00 PM	0.3	night	37.657	-122.997	90	40.4	40.1	49.9	9.72	33.948	2	NA	9	26.18	102.3	2	102.4	3.361	2	2211.1	2	2250.2	2	7.4394	25.02	2	60.69900468	24.875	2	34	2	2.26	2	27	2	0.07	2	0.02	2	0.05	NA	9	11.678	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.338952259	0.850120308			1000	NA	mid	
E727.2B	940111	2	940110	2	33RO20210613	WCOA2021	GGTX1	94	1	11	11023	2	12	11	7/13/21	2021	7	13	3:53:23 AM	194.162	7/12/21	7:53:23 PM	5:00:00 AM	7:34:00 PM	0.3	night	37.657	-122.997	90	40.4	40.1	49.9	9.719	33.948	2	NA	9	26.18	102.3	2	102.4	3.361	2	2211.1	2	2250.2	2	7.4394	25.02	2	60.69900468	24.875	2	34	2	2.26	2	27	2	0.07	2	0.02	2	0.05	NA	9	11.678	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.338952259	0.850120308			1000	NA	mid	
E727.3B	940112	2	940110	2	33RO20210613	WCOA2021	GGTX1	94	1	12	11026	2	12	11	7/13/21	2021	7	13	3:53:27 AM	194.162	7/12/21	7:53:27 PM	5:00:00 AM	7:34:00 PM	0.3	night	37.657	-122.997	90	40.3	40	50.0	9.721	33.947	2	NA	9	26.18	102.3	2	102.4	3.361	2	2211.1	2	2250.2	2	7.4394	25.02	2	60.69900468	24.875	2	34	2	2.26	2	27	2	0.07	2	0.02	2	0.05	NA	9	11.678	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.338952259	0.850120308			1000	NA	mid	
E728	940117	2	940116	3	33RO20210613	WCOA2021	GGTX1	94	1	17	11052	2	12	11	7/13/21	2021	7	13	3:57:48 AM	194.165	7/12/21	7:57:48 PM	5:00:00 AM	7:34:00 PM	0.4	night	37.657	-122.997	90	20.1	19.9	70.1	11.364	33.793	2	33.8257	3	25.77	229.3	2	219.9	7.218	3	2126	2	2254.1	2	7.6992	25.02	2	102.5655289	24.875	2	13.6	2	1.47	2	17.1	2	0.43	2	0.76	2	0.17	12.7	2	6.771	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	2.403558303	1.529413959			1000	NA	DCM	Thiamine sampling (slow flow and collect outflow); Sterivex on outlet
E729	940119	2	940118	2	33RO20210613	WCOA2021	GGTX1	94	1	19	11028	2	12	11	7/13/21	2021	7	13	3:59:55 AM	194.167	7/12/21	7:59:55 PM	5:00:00 AM	7:34:00 PM	0.4	night	37.657	-122.997	90	10.5	10.4	79.6	11.833	33.773	2	NA	9	25.67	303.7	2	298.3	9.791	2	2064.6	2	2258.1	2	7.8556	25.02	2	141.5683392	24.875	2	4	2	1	2	11	2	0.42	2	0.33	2	0.23	NA	9	5.513	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.326704989	2.118643773			1000	NA	Above DCM	Thiamine sampling (slow flow and collect outflow); Sterivex on outlet
E730.1B	940121	2	940120	2	33RO20210613	WCOA2021	GGTX1	94	1	21	11062	2	12	11	7/13/21	2021	7	13	4:01:57 AM	194.168	7/12/21	8:01:57 PM	5:00:00 AM	7:34:00 PM	0.5	night	37.657	-122.997	90	4.7	4.7	85.3	11.843	33.772	2	NA	9	25.66	302.7	2	302.7	9.935	6	2060.4	2	2259.2	2	7.8689	25.02	2	144.3794604	24.875	2	3.6	2	0.97	2	10.7	2	0.42	2	0.3	2	0.23	15.3	2	5.181	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.408387702	2.170553827			1000	NA	surface	Thiamine sampling (slow flow and collect outflow); Sterivex on outlet
E730.2B	940122	2	940120	2	33RO20210613	WCOA2021	GGTX1	94	1	22	11024	2	12	11	7/13/21	2021	7	13	4:02:00 AM	194.168	7/12/21	8:02:00 PM	5:00:00 AM	7:34:00 PM	0.5	night	37.657	-122.997	90	4.7	4.7	85.3	11.844	33.772	2	NA	9	25.66	302.7	2	302.7	9.935	6	2060.4	2	2259.2	2	7.8689	25.02	2	144.3794604	24.875	2	3.6	2	0.97	2	10.7	2	0.42	2	0.3	2	0.25	15.3	2	5.181	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.408387702	2.170553827			1000	NA	surface	
E730.3B	940123	2	940120	2	33RO20210613	WCOA2021	GGTX1	94	1	23	11061	2	12	11	7/13/21	2021	7	13	4:02:03 AM	194.168	7/12/21	8:02:03 PM	5:00:00 AM	7:34:00 PM	0.5	night	37.657	-122.997	90	4.8	4.8	85.2	11.844	33.772	2	NA	9	25.66	302.7	2	302.7	9.935	6	2060.4	2	2259.2	2	7.8689	25.02	2	144.3794604	24.875	2	3.6	2	0.97	2	10.7	2	0.42	2	0.3	2	0.26	15.3	2	5.181	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.408387702	2.170553827			1000	NA	surface	
E731	950101	2	950101	2	33RO20210613	WCOA2021	ML126	95	1	1	11031	2	13	12	7/13/21	2021	7	13	7:33:40 PM	194.815	7/13/21	11:33:40 AM	5:09:00 AM	7:33:00 PM	6.4	day	35.91	-123.93	3888	3942.6	3877.8	10.2	1.483	34.682	2	NA	9	27.78	138.1	2	137.4	4.518	6	2346.4	6	2433.3	2	7.5549	25.17	2	83.94751466	24.89	2	172.2	2	2.61	2	36.6	2	0.05	2	0.03	2	0.04	NA	9	0.835	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.791465129	0.52232854			250	NA	bottom	250 mL only (bottle empty); Sterivex on inlet
E732	950115	2	950115	2	33RO20210613	WCOA2021	ML126	95	1	15	11053	2	13	12	7/13/21	2021	7	13	9:10:56 PM	194.883	7/13/21	1:10:56 PM	5:09:00 AM	7:33:00 PM	8.0	day	35.909	-123.931	3888	100.5	99.8	3788.2	9.399	33.584	2	NA	9	25.95	178.2	2	167.6	5.502	2	2157.7	2	2228	2	7.5459	25.05	2	74.16139989	24.89	2	22.9	2	1.75	2	22.3	2	0.03	2	0.02	2	0.04	NA	9	6.348	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.633393336	1.036533303			1000	NA	100 m	Sterivex on inlet
E733	950124	2	950124	2	33RO20210613	WCOA2021	ML126	95	1	24	11001	2	13	12	7/13/21	2021	7	13	9:31:44 PM	194.897	7/13/21	1:31:44 PM	5:09:00 AM	7:33:00 PM	8.4	day	35.91	-123.931	3888	4.3	4.3	3883.7	14.963	33.276	2	NA	9	24.65	259.5	2	259.6	8.513	6	2038.5	2	2227.5	2	7.8628	25.05	2	136.9724594	24.89	2	2.2	2	0.65	2	4.9	2	0.17	2	0.25	2	0.06	0.5	2	3.776	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.299280949	2.112210775			1000	NA	surface	Sterivex on inlet
E735	960101	2	960101	2	33RO20210613	WCOA2021	ML82	96	1	1	11031	2	13	12	7/14/21	2021	7	14	2:54:18 AM	195.121	7/13/21	6:54:18 PM	5:05:00 AM	7:31:00 PM	13.8	day	36.287	-123.132	3248	3287.4	3238.1	9.9	1.568	34.669	2	NA	9	NA	119.9	2	NA	NA	5	2361	2	2436.1	2	7.5261	25.05	2	76.26905747	24.865	2	175.7	2	2.73	2	37.8	2	0.05	2	0.13	2	NA	NA	9	2.005	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.844922539	0.553167172			1000	NA	bottom	
E736	960114	2	960114	2	33RO20210613	WCOA2021	ML82	96	1	14	11011	2	13	12	7/14/21	2021	7	14	4:24:07 AM	195.183	7/13/21	8:24:07 PM	5:05:00 AM	7:31:00 PM	0.9	night	36.287	-123.132	3248	100.1	99.4	3148.6	9.417	33.914	2	NA	9	NA	110.5	2	111.5	3.662	2	2199.2	2	2247.9	2	7.4755	24.93	2	65.39483981	24.83	2	30	2	2.04	2	25.9	2	0.06	2	0.12	2	NA	NA	9	6.95	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.412922391	0.897215472			1000	NA	100 m	
E737	960124	2	960123	2	33RO20210613	WCOA2021	ML82	96	1	24	11001	2	13	12	7/14/21	2021	7	14	4:42:16 AM	195.196	7/13/21	8:42:16 PM	5:05:00 AM	7:31:00 PM	1.2	night	36.287	-123.133	3248	4.7	4.6	3243.4	13.957	33.647	2	NA	9	NA	268.3	2	267.3	8.769	2	2065.3	2	2246	2	7.8299	24.93	2	132.4526485	24.83	2	6.5	2	0.76	2	8.3	2	0.33	2	0.18	2	NA	2	2	7.123	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.167021341	2.024753225			1000	NA	surface	
E738.1B	970101	2	970101	2	33RO20210613	WCOA2021	ML60	97	1	1	11031	2	13	12	7/14/21	2021	7	14	10:44:39 AM	195.448	7/14/21	2:44:39 AM	5:04:00 AM	7:29:00 PM	7.3	night	36.46	-122.782	2955	2987.9	2945	10.0	1.63	34.662	2	NA	9	NA	113.7	2	111.9	3.68	2	2363.4	2	2433.8	2	7.513	24.95	2	76.77256996	24.91	2	174	6	2.78	6	38.1	6	0.1	6	0.06	6	NA	NA	9	2.982	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.873896336	0.570058675			1000	NA	bottom	
E738.2T	970102	2	970101	2	33RO20210613	WCOA2021	ML60	97	1	2	11081	2	13	12	7/14/21	2021	7	14	10:44:43 AM	195.448	7/14/21	2:44:43 AM	5:04:00 AM	7:29:00 PM	7.3	night	36.46	-122.782	2955	2987.7	2944.8	10.2	1.629	34.662	2	NA	9	NA	113.1	2	111.9	3.68	2	2363.4	2	2433.8	2	7.513	24.95	2	76.77256996	24.91	2	174	6	2.78	6	38.1	6	0.1	6	0.06	6	NA	NA	9	2.982	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.873896336	0.570058675			1000	NA	bottom	Airlocked with ~500 mL left. Split into 2 filters
E738.3T	970102	2	970101	2	33RO20210613	WCOA2021	ML60	97	1	2	11081	2	13	12	7/14/21	2021	7	14	10:44:43 AM	195.448	7/14/21	2:44:43 AM	5:04:00 AM	7:29:00 PM	7.3	night	36.46	-122.782	2955	2987.7	2944.8	10.2	1.629	34.662	2	NA	9	NA	113.1	2	111.9	3.68	2	2363.4	2	2433.8	2	7.513	24.95	2	76.77256996	24.91	2	174	6	2.78	6	38.1	6	0.1	6	0.06	6	NA	NA	9	2.982	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.873896336	0.570058675			1000	NA	bottom	
E739	970103	2	970103	2	33RO20210613	WCOA2021	ML60	97	1	3	11020	2	13	12	7/14/21	2021	7	14	10:58:01 AM	195.457	7/14/21	2:58:01 AM	5:04:00 AM	7:29:00 PM	7.5	night	36.46	-122.783	2955	2501	2467.9	487.1	1.798	34.643	2	34.6576	2	NA	97.6	2	97.4	3.203	2	2365.5	2	2425.3	6	7.4811	24.95	2	72.20333705	24.91	2	169.7	2	2.86	2	39.4	2	0.06	2	0.05	2	NA	NA	9	2.295	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.904005381	0.586247641			1000	NA	2nd bottom	
E740	970111	2	970111	2	33RO20210613	WCOA2021	ML60	97	1	11	11023	2	13	12	7/14/21	2021	7	14	11:58:27 AM	195.499	7/14/21	3:58:27 AM	5:04:00 AM	7:29:00 PM	8.5	night	36.459	-122.783	2955	201	199.5	2755.5	8.303	34.084	2	NA	9	NA	79	2	77.4	2.542	2	2234.9	2	2267.8	2	7.4149	24.95	2	58.1946636	24.9	2	41.5	2	2.39	2	30.3	2	0.07	2	0.04	2	NA	NA	9	2.945	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.234359634	0.78363052			1000	NA	200 m	
E741	970113	2	970113	2	33RO20210613	WCOA2021	ML60	97	1	13	11054	2	13	12	7/14/21	2021	7	14	12:05:00 PM	195.503	7/14/21	4:05:00 AM	5:04:00 AM	7:29:00 PM	8.6	night	36.459	-122.783	2955	100.8	100	2855.0	9.554	33.957	2	NA	9	NA	116.5	2	110	3.611	2	2203.3	2	2251.5	2	7.4671	24.95	2	63.49329917	24.9	2	30.2	2	2.12	2	26.4	2	0.07	2	0.05	2	NA	NA	9	8.721	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.41056846	0.89600223			1000	NA	100 m	
E742.1B	970123	2	970123	2	33RO20210613	WCOA2021	ML60	97	1	23	11061	2	13	12	7/14/21	2021	7	14	12:22:23 PM	195.516	7/14/21	4:22:23 AM	5:04:00 AM	7:29:00 PM	8.9	night	36.459	-122.783	2955	3.7	3.7	2951.3	14.588	33.63	2	NA	9	NA	261.9	2	258.8	8.488	2	2056.6	2	2245	2	7.8492	24.95	2	123.1733282	24.9	3	3.9	2	0.69	2	6.9	2	0.28	2	0.37	2	NA	0.8	2	4.966	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.285357675	2.103103891			1000	NA	surface	
